Model,Accuracy,Precision,Recall,F1,ROC_AUC,PR_AUC,CV_ROC_AUC_Mean,CV_ROC_AUC_STD
Logistic Regression,0.8605442176870748,0.6153846153846154,0.3404255319148936,0.4383561643835616,0.8115255405289,0.0,0.8349550811346165,0.05494098433432917
